objectId,inSize,outSize,totalTime,parsing,extractSchema,2Full,2Witness,notElim,merge1,groupize,separation,expansion,preparation,merge3,initGEnv,genWitness,genSuccess,noWitness,valid,#iterations,cancelledAt,dateAndTime,timeout,git,machine
o9823,8795,46308,5352,1,0,1,39,0,4836,16,420,2,17,2,3,1,true,false,true,2,,,,,
o83410,8831,49449,540,0,0,1,17,0,6,2,1,0,489,15,1,0,true,false,true,2,,,,,
o2045,8909,18583,46,0,0,17,15,0,1,3,1,1,0,1,0,0,true,false,true,2,,,,,
o17944,8911,15100,75,0,0,0,19,0,1,4,2,0,40,2,2,0,true,false,true,2,,,,,
o19113,8937,26389,46,0,0,0,9,0,3,6,6,0,7,2,1,3,true,false,true,2,,,,,
o79613,8992,16014,74,0,0,1,19,0,6,3,1,0,33,5,2,0,true,false,true,2,,,,,
o15103,9078,22280,35,0,1,0,2,0,1,2,5,1,8,2,1,2,true,false,true,2,,,,,
o61423,9083,16156,88,1,0,0,19,0,5,5,3,0,42,5,1,0,true,false,true,2,,,,,
o74372,9089,49899,477,0,0,0,18,0,8,3,1,1,412,25,1,0,true,false,true,2,,,,,
o35830,9147,35533,99,0,0,1,10,0,3,2,3,2,61,8,2,1,true,false,true,2,,,,,
o63369,9166,47144,559,0,0,0,18,0,6,3,2,0,493,29,2,0,true,false,true,2,,,,,
o1327,9174,23422,112,0,0,3,12,0,12,2,10,8,41,6,2,1,true,false,true,4,,,,,
o80161,9182,26408,92,0,0,0,19,0,3,4,37,1,13,1,3,2,true,false,true,2,,,,,
o25806,9211,4613,24,0,0,0,2,0,11,1,0,0,6,0,1,0,true,false,true,2,,,,,
