"objectId","inSize","outSize","totalTime","parsing","extractSchema","X2Full","X2Witness","notElim","merge1","groupize","separation","expansion","preparation","merge3","initGEnv","genWitness","genSuccess","noWitness","valid","X.iterations","cancelledAt","dateAndTime","timeout","git","machine"
"kb_12_Normalized",382,554,28,0,1,0,1,0,0,1,0,1,3,0,3,16,"true","false","true",2,NA,"",NA,"",""
"kb_11_Normalized",382,554,10,1,0,0,0,0,0,1,1,0,2,0,2,2,"true","false","true",2,NA,"",NA,"",""
"kb_8_Normalized",385,544,9,0,0,0,1,0,0,0,0,0,1,0,1,2,"true","false","true",2,NA,"",NA,"",""
"kb_9_Normalized",385,544,8,0,0,0,1,0,0,1,1,0,1,0,1,2,"true","false","true",2,NA,"",NA,"",""
"kb_7_Normalized",385,544,9,0,1,0,0,0,1,1,0,0,1,0,1,2,"true","false","true",2,NA,"",NA,"",""
"kb_224_Normalized",391,856,10,0,0,0,0,0,0,1,1,1,1,0,1,2,"true","false","true",2,NA,"",NA,"",""
"kb_223_Normalized",391,856,9,0,0,0,1,0,0,1,0,1,1,0,1,2,"true","false","true",2,NA,"",NA,"",""
"kb_340_Normalized",396,652,13,0,0,0,1,0,0,1,0,0,6,0,1,1,"true","false","true",2,NA,"",NA,"",""
"kb_341_Normalized",396,652,11,0,0,0,1,0,0,1,1,0,5,0,1,1,"true","false","true",2,NA,"",NA,"",""
"kb_339_Normalized",396,652,10,0,0,0,0,0,0,1,0,1,5,0,1,0,"true","false","true",2,NA,"",NA,"",""
"kb_1093_Normalized",398,544,8,0,1,0,0,0,0,0,1,0,1,1,1,2,"true","false","true",2,NA,"",NA,"",""
"kb_1092_Normalized",398,544,7,0,0,0,1,0,0,1,0,0,1,0,2,1,"true","false","true",2,NA,"",NA,"",""
"kb_704_Normalized",399,637,8,0,1,0,0,0,0,0,1,0,3,0,1,1,"true","false","true",2,NA,"",NA,"",""
"kb_703_Normalized",399,637,8,0,0,0,1,0,0,1,0,0,2,0,1,1,"true","false","true",2,NA,"",NA,"",""
"kb_464_Normalized",402,544,8,1,0,0,0,0,1,0,2,0,1,0,1,2,"true","false","true",2,NA,"",NA,"",""
"kb_463_Normalized",402,544,7,0,0,0,0,0,0,1,0,0,1,0,1,2,"true","false","true",2,NA,"",NA,"",""
"kb_715_Normalized",417,589,10,0,0,0,1,0,0,1,0,0,3,0,1,3,"true","false","true",2,NA,"",NA,"",""
"kb_716_Normalized",417,589,11,0,0,0,0,0,1,1,0,0,2,0,2,2,"true","false","true",2,NA,"",NA,"",""
"kb_705_Normalized",437,438,5,0,0,0,0,0,0,0,1,0,0,1,1,1,"true","false","true",2,NA,"",NA,"",""
"kb_706_Normalized",437,438,4,0,0,0,0,0,0,0,0,0,1,0,1,0,"true","false","true",2,NA,"",NA,"",""
"kb_360_Normalized",440,544,7,0,0,0,1,0,0,1,0,0,1,1,1,2,"true","false","true",2,NA,"",NA,"",""
"kb_361_Normalized",440,544,6,0,0,0,0,0,1,0,1,0,1,0,2,1,"true","false","true",2,NA,"",NA,"",""
"kb_883_Normalized",441,771,6,0,0,0,1,0,0,1,0,0,1,0,1,1,"true","false","true",2,NA,"",NA,"",""
"kb_542_Normalized",444,444,5,0,1,0,0,0,0,1,0,0,1,0,1,1,"true","false","true",2,NA,"",NA,"",""
"kb_541_Normalized",444,444,4,0,0,0,0,0,1,0,0,0,1,0,1,1,"true","false","true",2,NA,"",NA,"",""
"kb_772_Normalized",447,544,6,0,0,0,1,0,0,1,1,0,1,0,1,1,"true","false","true",2,NA,"",NA,"",""
"kb_773_Normalized",447,544,6,0,0,0,0,0,0,0,0,0,1,0,1,1,"true","false","true",2,NA,"",NA,"",""
"kb_10_Normalized",447,554,9,0,0,1,0,0,0,1,0,1,1,1,2,1,"true","false","true",2,NA,"",NA,"",""
